VOTER_ID	PIN	LASTNAME	ZIP
888704444	B6E471E176DC7662	Armstrong	20009
697856254	61229A64CB0404E3	Konopelski	20009
557676877	5721B47858A54D7A	Wilkinson	20009
157549798	56A88E4526CCEE1D	Dach	20009
735902640	6F12599B8956C7AC	Stark	20009
848239106	CBB2B828ECD87BF8	Barrows	20009
717607545	01D910057376E52B	Predovic	20009
439676363	504943737DF2E558	Schiller	20009
906677571	584C36674C4C8DDC	Howe	20009
813239389	3F1F3643406767B0	Rowe	20009
695156022	47D6DEEFF64AD374	Steuber	20009
049658688	AE7C7B7BB5612499	Zieme	20009
739566625	C4DAA3513C99EAE3	Hodkiewicz	20009
495401607	1DC4B23207B0F0F0	Haley	20009
707105807	E2E4AED8F9938631	Murazik	20009
412258449	D6A5CC3D6A0D5B44	Pagac	20009
891196117	2346B9B1D6BAD462	Eichmann	20009
547764977	BD25B393D3DE1347	Kemmer	20009
523701812	759EBEDF441106F6	Mills	20009
416651776	585D52EF38F9ED0C	Kub	20009
941163783	63015C6322A97D31	Okuneva	20009
969797182	A76EA11FC26EDF87	Connelly	20009
467203003	7E8610DE4703BA46	Hettinger	20009
942252410	3357C0777136F262	Kunze	20009
870416109	8EEDFB9A02C45719	Pagac	20009
654979015	49C8F49CA91305EF	Harvey	20009
157483540	809560740410819E	Schulist	20009
560108351	E3202A2D46CC1D75	Turner	20009
623979330	57B898D89E372543	Stiedemann	20009
777886579	1406D2DF214FBA3D	Gorczany	20009
616897666	6A1CAE1260DC18A0	Daugherty	20009
694549854	5AB8AAC023A0A3A1	Robel	20009
768110991	23537ECE1DEEF261	Keebler	20009
904378556	53BCD13E61EB9D5F	Will	20009
079981367	252EDDF4ADB7ADE8	Roberts	20009
353654104	88F642B819ED8065	Hansen	20009
738540206	4F2FC370BF8F0183	Waters	20009
845650495	0B4E901422CD9701	Franecki	20009
024076701	30317862ADEEC5F2	Hintz	20009
926211804	C762838F747BF80A	Orn	20009
651774454	06ACFB71449263E3	Nolan	20009
313038230	7E628FD3DC183000	Gislason	20009
356435888	9456B2358055C6AE	Johnston	20009
009101358	AB804532B321BC65	Haley	20009
236325939	10F3953B52C571CB	Zulauf	20009
749921589	26916FAA3E9E63A4	Hauck	20009
431446292	49425FC764C0B83C	Howell	20009
279832240	167EC8DA72522492	Roob	20009
375841285	AC259D8C82D5C7E8	Mraz	20009
310118032	10EE600C475A1A46	Hettinger	20009
336977843	B573553867C6A8FD	Hauck	20009
148756187	55CDC5268BD47C69	Runolfsson	20009
963618973	931CB9DA6B6811E9	Hessel	20009
006006487	3E396A49C45375F9	Barton	20009
946113906	E40DB0D83B381B94	Kohler	20009
034252120	9F4A301467BA60C4	O'Keefe	20009
704392358	9900720BB2B82669	Hauck	20009
949275907	1FA8272F8BCD59BD	Jast	20009
162143841	D4AD4EF11C01C880	Yost	20009
600293119	276F2EE168FF0DDC	Pfannerstill	20009
530383684	DBAFAB6D2256E768	O'Conner	20009
958987197	F1F0338DDFD3F51A	Predovic	20009
622936503	67D5F7A1DC84499E	Oberbrunner	20009
196718541	3F0736E10FD46F7D	Rutherford	20009
407478133	8E6B4F10D1A2C5CB	Reichert	20009
741352437	AA7651D274ADD632	Jerde	20009
593573840	B362C0FFD1EEE4EC	Hauck	20009
071564969	7A76588C5E721A34	Wilkinson	20009
496939886	3648D0C7266FFDA6	D'Amore	20009
929041874	BBCC22837DD29F49	Kunze	20009
467319354	FC9967CFA433A1E4	Wilderman	20009
979482867	8B5B538AF013874C	Murazik	20009
753110659	A6A0929A6336D8AD	Rodriguez	20009
786730169	472B6B1F5C3BC013	Grimes	20009
049582071	687710AA278824BC	Medhurst	20009
164514830	9505F39D629724C6	Block	20009
222680638	DB13449A7FF4449B	Thiel	20009
806206672	BD035EC2E5654370	Kulas	20009
374179199	973456FAE0F3D3AB	Windler	20009
139643190	2F202C28B51AA199	Kuphal	20009
251973784	16BD992898125675	Hermann	20009
810199428	37FC36BF04B1D9E2	Gutkowski	20009
348454120	D7A57DBCD24C3473	Reynolds	20009
596203831	C115AD84C80962C1	Fay	20009
675953747	6664721C487F4852	Douglas	20009
617660805	C17BE93FFA98608C	Breitenberg	20009
748640803	41F73E3EF6AD13D8	Reilly	20009
320448785	52593BBF83421647	Reinger	20009
763051016	0CC8958F84325F95	Simonis	20009
257260178	FC54B8B78B75C7DD	West	20009
448696009	C6A1907ED4B2378A	Bartell	20009
081362976	4C1F574181A0C714	Schmitt	20009
423820589	460A0EED92A2D87E	Kozey	20009
080845845	BEB7F66FAB27DEB7	Kerluke	20009
278181904	5414A2296EF1653F	Gutmann	20009
650703194	7A2D177725041D21	Reichert	20009
080310546	A3FE70D8780BB86B	Bosco	20009
872476457	CB958F284A4064F3	Haley	20009
330775750	D8C98DE2E8166246	Marvin	20009
665261665	AD174999D7520956	Cummerata	20009
898918717	37934AC8D4FCAC9E	Huels	20009
236465631	69B0098591731008	Fadel	20009
988568691	E4B79D05A9D75F0A	Treutel	20009
121006082	64058E6BC83EBFC3	Ullrich	20009
037841526	4B86C1CF9FF660F5	Zemlak	20009
659474010	4A73F5753CCF8B3E	Schuppe	20009
597013073	69C443590B2C0B69	Quitzon	20009
800947140	B7894B978D14A5E7	Wintheiser	20009
997638887	11228F03DF2BA5D2	Bogan	20009
702204159	CB70E8E5EDB00CD4	Hauck	20009
604995885	B12D7E9F8DFF4434	Hoeger	20009
927733688	456E7F3EA85A9108	Metz	20009
500164086	D122543FAADD6026	King	20009
482686633	A54D96A09B6FA02E	Bartell	20009
008826141	0A962C26A85CE6DC	Pagac	20009
773447923	0039894FC61525EF	Frami	20009
670865290	0347B069D06C8CA5	Shields	20009
356940269	7AFF081790D97707	Welch	20009
708583689	F5ADD777CF69E6E5	Rogahn	20009
586410925	60DB266FB65B3A3F	Hackett	20009
466826281	C2C1F2D2D20DC86B	Gaylord	20009
732824381	45E425E40BE52EE0	McClure	20009
066973789	B1098067A0926AAE	Stark	20009
439491332	3EF9D0922DA1A19A	Jones	20009
393789039	9D20AD378643F229	Gerhold	20009
866901195	A92B433973E11E62	Schmeler	20009
560257642	64BF7032C1BBBE6A	Barrows	20009
301844647	941DDEFC3B6F6570	Connelly	20009
135660017	C06260A3646C3319	Morar	20009
850548693	5268344E98161F6B	VonRueden	20009
478938673	73CDC0F8A420351F	Beer	20009
141202065	84E782ABD7701230	Schroeder	20009
834611257	EAF9ACA3668466DB	Fahey	20009
297096412	D793657F8889AADB	Collier	20009
552955015	2E8A506D3CC78CFD	Hagenes	20009
928771791	54EAE8F5A98C31C9	Boehm	20009
945884264	D0BF7A10744B9E06	Hane	20009
956020189	6CEBED1CE0DAAF63	Toy	20009
326005030	25C91C7037FFE6C8	Bauch	20009
621284697	83ADB08087B7EC94	Bartell	20009
690213614	4BC1B5FA5C8E4D57	Berge	20009
111720490	E481BB0A6E337367	Borer	20009
704514521	5D7B26317F4DA17D	Reynolds	20009
944872859	D766524E6BFC50D5	Lueilwitz	20009
098051306	127E52BDDCF12303	Lubowitz	20009
082548953	6EB760EC6A3E4CE4	Gislason	20009
611081558	4F6C35D07069028F	Watsica	20009
570586875	047CF554BAB35359	Stanton	20009
346522222	C15653C57BD7E21D	Bernhard	20009
617555202	C445B90027B88219	Oberbrunner	20009
817458019	484AE5D6FA64FD79	Daugherty	20009
234125631	F83490940AB5575C	Ritchie	20009
718154101	2BAE86310721BBD0	Cronin	20009
483356919	E543E87A4456F44C	Huel	20009
834559239	FCD350EAF1A6C8D8	Schuster	20009
688702933	5413457D394760C8	Stokes	20009
985222881	4941BC16D720200C	Wolff	20009
892443053	32AE8580DB9069FA	Swift	20009
613802215	6215B6CC5EAB7E74	McLaughlin	20009
761169650	2CFEDDB5D20934A0	Wehner	20009
255190033	932CF269FED5CC3D	Lind	20009
947050337	C5F0091506C7C9E0	Hodkiewicz	20009
962624559	EF8ECE2E018F4637	Marquardt	20009
009854854	6A64A2AB35B04DED	Harvey	20009
246243395	8FA886708167506F	Reynolds	20009
991967887	83A875D355D762CA	Halvorson	20009
382000047	299BB81E18752DCA	Rogahn	20009
257142235	3D3C7F595089B49B	Bradtke	20009
060873876	724856E55ADB3659	Murphy	20009
931774231	ABD0D2C91E1BDFA0	Botsford	20009
871638620	610F875C409868DF	Abernathy	20009
249336267	85ABD00D26FEC6D8	Jaskolski	20009
807013271	A90A028D1C14A4DF	Champlin	20009
596794360	EDB4BF0083395E72	Hessel	20009
095604247	AB96D16E5019DB02	Parisian	20009
750886460	4BA330598CE93D94	Waelchi	20009
803505763	38302DAC8544C25D	Upton	20009
695173376	05DD536409AA38AC	Corwin	20009
082725544	B5E8DFD58599B9F3	Ullrich	20009
667785608	B002C245DACEFBCF	Quitzon	20009
654734376	92196EC7A2172BBC	Medhurst	20009
536102450	E3AAED2FCB6B1CBA	Swift	20009
347022413	F7D02E0FE0E0F0C4	Bosco	20009
254858341	337AD1C530AE1345	Nolan	20009
744274767	7030A76735063CD4	Turner	20009
955919825	48169BB04B0CB6C7	Tromp	20009
515198387	C27BB0814CCC51FE	Hegmann	20009
671221964	EF889B158F58E17A	Buckridge	20009
408953407	1E3C911E5926F684	Hahn	20009
175151500	CC3A1AC75C17132E	Hermiston	20009
943236406	B9FCAB6242302D46	Kulas	20009
378335965	1E5379B8E3D308CA	Pfeffer	20009
191243991	0A286A41D6BD2B13	Torp	20009
864355263	8D9A5ACB7F909E03	Walsh	20009
546117312	A102D0072EDB3CAA	Herman	20009
425000179	D474275076D01660	Huels	20009
364784334	4F57344242354473	Hermann	20009
904112808	80DCEBAD6B3A4D34	Weber	20009
747016784	F345799270ED7347	Wuckert	20009
175072547	9AACABEA4E616DC2	McKenzie	20009
148631759	8EFA4AE4E05C4612	Ryan	20009
779125692	30D0357BBCADF8D3	O'Reilly	20009
037440150	387736DBF271C5D2	Runte	20009
114796667	E769E968DBEA3181	Wiegand	20009
134962967	5A95457546AAA158	Koepp	20009
729169416	AD7653FDFCA29529	Heidenreich	20009
358619873	C18D675344705C86	Abshire	20009
359848510	18C2342FA3C47732	Schiller	20009
364154932	662163F790D91098	Schuster	20009
018732600	E7E9070221DE0A7D	Hansen	20009
550333393	049CF44DE059C12B	Rippin	20009
670773204	D86DB7574D1E1B19	Gusikowski	20009
335462857	CA045E03F9E16AFE	Ebert	20009
876346547	361FEAAEACCD2E7D	Dickens	20009
956026871	1276357BA8E4E5EF	Durgan	20009
572294597	54F38D8EF9B9722D	Hettinger	20009
441343904	651F2FC497552636	Kshlerin	20009
698469840	FB7B641A94773ABF	Kovacek	20009
254693026	036FC0910C1BDDDC	Morissette	20009
295588799	4B921774014B4E94	Hagenes	20009
575639441	EBCDA7BD1FC3A372	Zboncak	20009
013149762	D0B6FB09A3C6CAD4	Lueilwitz	20009
171444348	6431F3D07DAD0EF7	Mayer	20009
240895538	FCD3D19C0F2713DA	Lakin	20009
591992973	1CC592200CEAE1DA	Kshlerin	20009
080571103	3F6579A76BEC347F	Herman	20009
738217638	A6D62093AADC7CF0	Gutkowski	20009
186910419	136A5B3BEB637EFF	Gaylord	20009
348246540	A577E8A85F87098C	Pfannerstill	20009
708553553	1531D2C6250F21FD	Reilly	20009
704265520	1F22E5DC60153A29	Kunde	20009
396686935	93B55D053F09F93B	Lind	20009
851608461	0BC0B50C08F8F75A	Zemlak	20009
437211310	D1197780FC4339FC	Quigley	20009
294754536	B84C52C272238564	Frami	20009
506625706	3839378CCFE4F9B4	Ferry	20009
160764496	7FD12901FC7ED96A	Kuhic	20009
967503430	88B3F54993C9C994	Bode	20009
647857037	830E5FCED7456C47	Wolf	20009
196483888	163672DE7EAB9A4B	Schultz	20009
325550046	C310FF52FE42B314	Bosco	20009
836553489	1E6B66E121BEDB7D	Lebsack	20009
039882345	A8C32D3261B1282A	Reichert	20009
005429558	F56C11BB9CC05866	Moen	20009
500392750	D7874F102D265739	Dooley	20009
469686556	0FD618744661E5AC	Brekke	20009
450115704	9F5FD9F3E5FE1B92	Hoppe	20009
574690964	DD1478385651D2AF	Orn	20009
172448805	3E3899DBB70FD907	Jones	20009
967385071	33DF190D67BA4BC2	Will	20009
880537182	819EEA218E4FA171	Koch	20009
376069425	01F3757BC270773C	Hegmann	20009
057856079	24B0FDEDB00F6161	Gibson	20009
971770489	8BFE187C20C2964C	Bechtelar	20009
267406428	74F6B60AB0F07AE2	Little	20009
716832199	DC4C16696F8E37EA	Sawayn	20009
626646793	CABBD63881B4482E	Spencer	20009
940694322	38005847D23EFDCC	Kihn	20009
264322559	071960F90A80CE68	Emmerich	20009
184817611	6AA626FAEC816B5F	Rau	20009
727179777	BD98C6809AAF0815	Mosciski	20009
771037408	866BE055FF86A5CF	Kuphal	20009
593068012	0CA949943C87EBD9	Wunsch	20009
440463037	49EEBEE3196AE099	Luettgen	20009
655029894	662C229CD407B6A1	Fadel	20009
958142460	F1C7888A4614A81A	Bayer	20009
337266608	2D562866FEEAA9C2	Labadie	20009
879982438	CCDFE2B34B53EE91	Vandervort	20009
925484131	39B0DA3C90219692	Von	20009
057972720	47DD92ACE7C6BA5C	Daniel	20009
557740203	C6988F43506ACF02	Schinner	20009
882853236	99459442DA2FE00B	Crooks	20009
238249614	8B3A6023FE9AE809	Kessler	20009
062457656	D078A3F715324864	Rosenbaum	20009
446382930	DD75E8419826A784	Schuppe	20009
795705919	A7CA3A2ADCE412D3	Runolfsdottir	20009
452098993	061E3270507D569B	Stark	20009
484815521	F7E75A066E6F50DD	Rice	20009
792325774	C4694DF44E335833	Rutherford	20009
967207674	346D759C6D49BA10	Dach	20009
882203970	44F0FF606989BA11	Leffler	20009
817935805	9C816051E6253813	Pagac	20009
477421907	247A8A78250A9438	Mayert	20009
501571013	5464285A369F9677	Bechtelar	20009
951966297	E6EF3043AE5EA086	Torphy	20009
327217468	5DF4A74C6E46F206	Schinner	20009
315436762	A2DFBE19A3B44282	Farrell	20009
178206998	B0A4B5DBBB850473	Schumm	20009
105537697	56D3F243954DD0E5	Kuvalis	20009
821558062	9D6FCD2AF5A58E8F	Metz	20009
408281257	012FDB5E4B4B5750	Vandervort	20009
132730103	CA50CE9162B3FC80	Goodwin	20001
551954338	6A6B2D4330A2C884	Mosciski	20001
717105644	EE0FEB2013D6AB8C	Durgan	20001
893341492	8966AFA2C145C4A2	Bergstrom	20001
602328370	ECF8E5A9247AF28B	Deckow	20001
784312302	D16608E2A98CE3F2	Ward	20001
063244781	84AFAD33D19121DC	Davis	20001
373333922	9DE15D0B7E80D56F	DuBuque	20001
017415742	4372766DE90098C2	Schmeler	20001
134533567	CE16A04BF469D8A1	Schinner	20001
644564043	544FCE9384D42CFD	Ortiz	20001
135304352	599211CFABDECA52	Glover	20001
811810442	0748EE0E98C1DCB2	Willms	20001
225569759	8FAC2F584A265360	Jacobs	20001
716787511	C70EEA9E1CA39901	Wilderman	20001
386967864	63DDFA7356D9442F	Hoeger	20001
457080812	D9BC0A57CFD1B914	Kemmer	20001
086491026	BDA37F230F345F1F	Hilpert	20001
446259821	F7FA495DF8053C3C	Abbott	20001
654430390	9B22CADE22D2C203	Runte	20001
870095885	33067D5A4CD4B08F	Heathcote	20001
000674546	576AD03B0E1A30EE	Gusikowski	20001
204319645	A19BE4E6D38CA279	Pagac	20001
593863518	0831D49B66A951E0	O'Kon	20001
504418841	9662165FEC3C72DD	Koelpin	20001
989380609	82EC794856FC06B9	Rutherford	20001
967429743	001D8ED248696441	Lesch	20001
762723647	0394F09A591CF37C	Zemlak	20001
188608149	5725EBBDB3BC2778	Gleason	20001
956874126	C8AD89536C9A190B	Schowalter	20001
726403803	BD5E0789B5A5EE2B	Hand	20001
772076490	3939DFA1A0520909	Kilback	20001
984774173	EB954BEDE5F0B46D	Torp	20001
357796289	CB0FDD1EA8D2C667	Jaskolski	20001
432455368	8653851DBD21A193	Bauch	20001
258459626	C4471B2C7DB1AAB1	Raynor	20001
541909677	AF274BAAC04D9165	Schmitt	20001
664518766	49959CADEE049D46	Armstrong	20001
094374039	720513C7765673E2	McCullough	20001
471382199	14A1EA5C90C59CE7	Toy	20001
456932954	E67115CA19B306D0	Weissnat	20001
133177049	9CD74BDC0FE257D9	Quigley	20001
871040613	145C45C4FA5E5267	Powlowski	20001
442177207	B81E1C3A4F0FA536	Wisozk	20001
266873581	9DA169D4DC84D11B	Braun	20001
388169273	427DEDB8DBEB2CA0	Bogisich	20001
844880592	725F913648A6ED81	Carter	20001
715535456	94D226BAEB5D1031	Bashirian	20001
168923651	CED4155849CE101E	Satterfield	20001
125188645	A7D054D508C3C450	Mann	20001
708322545	7709603EB49CD049	Kemmer	20001
254775662	5A58499123032773	O'Keefe	20001
647482775	85D1D606A88753A8	Herman	20001
582646450	96888C092AC9A95E	Quitzon	20001
365144381	95AEBFD60079BDB4	Becker	20001
325771692	88EC321475D1CDA5	Hand	20001
601806743	606111F81401EACA	Schumm	20001
122366016	054163E7BE32CA15	Lueilwitz	20001
542845965	7C7A3C6978087AA4	Treutel	20001
447308055	E1E8A19A599A81DB	Halvorson	20001
697040027	C142F20DA7FE58EC	Howell	20001
697455100	42120413048E291E	Kiehn	20001
926860395	A077D73DB85DDE51	Blick	20001
643164249	014D35612B183252	Cummerata	20001
115621193	A3981238CCDEDBC1	Volkman	20001
843572852	8FED0AE1DBBBB7D6	Rogahn	20001
961409688	9C1278067C3C4CCD	Sawayn	20001
807134808	8F978FEF84030B74	Lebsack	20001
863973432	38F884854F7908A4	Dietrich	20001
126895611	6133C71EF97D4C6C	Macejkovic	20001
737709680	B96CCCD84A9E5181	Corwin	20001
285128293	D4128BCC518660C3	Cummerata	20001
048568540	852045F0D50EBD22	Jakubowski	20001
245946226	69E9AF22AF9DD214	Bergnaum	20001
484066877	9899224D0AD2F470	Mayer	20001
105529143	3B3C72188E574C77	Herzog	20001
221292565	703B72B6BA109BD4	Abshire	20001
776188766	602B1569E36366B0	Ritchie	20001
647732003	C788C3F4B047BA2A	Stehr	20001
552842166	AA239A1E60AFF9BA	Smith	20001
388386196	9D9E9FCFABC08242	Feil	20001
559620442	9BDB0ED85DA8C112	Greenfelder	20001
465155234	8133C2E71796A20E	Jakubowski	20001
465928296	7D598BFE8710E0D4	Graham	20001
783281824	F74F5E2F3D231528	Streich	20001
071420173	0A66621D6491700E	Hoeger	20001
203606354	86C1767D4D097AD0	Skiles	20001
872626075	F702BD7938C90FC7	Hammes	20001
095182226	A545D565D2BC8508	Kertzmann	20001
568755723	4248CD6C853FA6F8	Emard	20001
565400597	9062FC1D4016D5F2	Gislason	20001
066692842	07C66C69170AE183	Bernhard	20001
985556210	044AEE81E85C3820	Gleichner	20001
682666168	C4F8DBD29B181AC1	Leffler	20001
044900024	479EF669931D545D	Buckridge	20001
602030495	974117F03625EE42	Beer	20001
384416917	BFDCAEFDC80B8901	Heathcote	20001
201755329	587C30D099E7A9A3	Kling	20001
065580449	759877D82E4BC196	Vandervort	20001
092383828	49392BF077A553A9	Ebert	20001
891123314	554AAEBBD96DF349	Ortiz	20001
451962829	AC76D5DE77E4632F	Macejkovic	20001
606368235	24AEB1C45302AA50	Smith	20001
055659985	87486585582E6A43	Tillman	20001
672559550	1DE159C1A22B908E	Watsica	20001
817562006	D9E435280465C880	Bosco	20001
582412615	CE18179B563DF4E7	Boyle	20001
914295682	C10847110A71093F	Cassin	20001
063343013	3AFAFC4D5270460C	Homenick	20001
391165156	691FB8914BC5959D	Kohler	20001
319712351	86758F2539F326AA	Gerlach	20001
128474109	27C97AA525BF2B58	Feil	20001
401501726	EDBC558247656F49	Zieme	20001
651355596	D0D5A87D472DF2EC	Johns	20001
427372517	AAB9776A3AC8A689	Boyle	20001
832081744	2418E2485D8FD4BF	Strosin	20001
851567464	B444516AA3EA6444	O'Kon	20001
449580279	48F50609FDD6A27A	Ullrich	20001
481786500	A158EC978309A367	Morar	20001
737525254	C7C4EFA1335FC867	Labadie	20001
036830288	419B99F86E114B2F	Halvorson	20001
368718869	09E8EF8918059236	Hoeger	20001
703956911	DC9D3F288A8CC329	Wiza	20001
424040748	98E516E9E7770B19	Purdy	20001
216006690	5339B7D3EEB5A239	Wintheiser	20001
717802730	84C81729FFACFDA8	Daniel	20001
960965393	888BE8F0B0AE262D	Dooley	20001
105752559	9CD7BDA2A978417B	Bode	20001
969142291	4DC37633D3E6F5CA	Stroman	20001
881076085	723D915CDF7FC65F	Rice	20001
006038565	5CECBD1A99BAA7E2	Funk	20001
620273844	46B7F67F2EAEA0B0	Kunde	20001
800968727	547EDAA3BA6715D4	McClure	20001
919961206	062D7DA6208B6494	Bruen	20001
864157828	2EF6F6EB94E40AF5	Corkery	20001
351676980	C89537D45607416C	Pfeffer	20001
638561167	8CCD543D117D94A6	Kohler	20001
043258115	81AD5E6F220BB57B	Wilkinson	20001
452943458	5FF01709C8E4B31D	Kihn	20001
539820770	DC9BF77934F29123	Hackett	20001
439432394	B96C98957E6FA0A7	Hegmann	20001
916223907	A0417E63855F3BE9	Hahn	20001
510356709	3AE7236831665EE9	Hirthe	20001
104419095	1F10FC44023979CD	Ondricka	20001
969112985	D75D6A12B61FD983	Cassin	20001
124900417	BA22634E3036633D	Lakin	20001
623833829	35A2ACD440E7110A	Kohler	20001
578585916	A814006F57EF98BA	Koss	20001
246198644	D1F1558D7A494D85	Bogan	20001
172551247	D3FD4645EBF26043	Miller	20001
468893056	204D6DC316D9E1CF	McGlynn	20001
980496718	800A703AC89C975D	Doyle	20001
737469477	51441E4A8089AB67	Rohan	20001
274135847	9CF00D7233EDB3CB	Tillman	20001
890893726	66509B4220C4C6CA	Rohan	20001
379933332	414ADF6FF6D2D52F	Herman	20001
048926979	005C1D38380FC847	Waters	20001
378572149	2E576FEA44665A4D	Fay	20001
728085856	3FD0649CD87CFB54	Predovic	20001
811237591	26638CBEF57FFC2F	Hudson	20001
890031763	5874F5CC76B4F351	Mohr	20001
598324351	D6158EBA785D7899	Prohaska	20001
904036466	73B3917DD09AF54A	Collier	20001
061801562	EAB254EA2F030D01	Gislason	20001
652798603	059A84D1F81FEF4F	Welch	20001
425228416	1D2BAA15E8537DE1	DuBuque	20001
941743260	2B3F9E426A2CF4A4	Bradtke	20001
649044700	DF474B806E42962D	Weber	20001
186594897	51F964EF74BF23F6	Gleason	20001
946448777	26F7901FB0FABE74	Okuneva	20001
197636734	0C17AF7CBBBE13A9	Collins	20001
721609538	E841A157FB84CCD2	Cole	20001
463577266	7896967642C41BC2	Mertz	20001
077640530	EBF2ABFFA8679AF5	Weimann	20001
