VOTERID,PIN_HASH,LASTNAME,FIRSTNAME,MIDDLENAME,SUFFIX,ADDRESS_ID,STATUS_ID,PARTY_ID,PRECINCT,WARD,SMD
361288181,2B7D0D37C11BE4E9,Kozey,Zita,"","",1057,1,2,22,1,SMD 04-ANC 1B
331607759,94B2B43629214EAB,Hammes,Adolphus,"","",1058,1,2,22,1,SMD 04-ANC 1B
792843790,21E7C5923CE7214F,Gusikowski,Breanna,"","",1059,1,2,22,1,SMD 04-ANC 1B
100914463,B959C0A6D902E394,Watsica,Garry,"","",1060,1,2,22,1,SMD 04-ANC 1B
101198613,B9DF5C0810DFC4A6,Turcotte,Jeff,"","",1061,1,2,22,1,SMD 04-ANC 1B
929316240,27BDD2D72CA0CF1D,Romaguera,Chauncey,"","",1062,1,2,22,1,SMD 04-ANC 1B
391074065,AF5D19DC614F9DA9,Satterfield,Ike,"","",1063,1,2,22,1,SMD 04-ANC 1B
391995855,AFC6EAD81A256510,Herman,Berenice,"","",1064,1,2,22,1,SMD 04-ANC 1B
393056206,B040A3C087F88E71,Kshlerin,Colten,"","",1065,1,2,22,1,SMD 04-ANC 1B
165408417,309BF23FF7B0FBE2,Ferry,Joesph,"","",1066,1,2,22,1,SMD 04-ANC 1B
245141672,2AF0886444474B5E,Nitzsche,Romaine,"","",1067,1,2,22,1,SMD 04-ANC 1B
103054712,BD4817D128D57AED,Torp,Adrienne,"","",1068,1,2,22,1,SMD 04-ANC 1B
166768636,3102471AEF589339,Skiles,Queen,"","",1069,1,2,22,1,SMD 04-ANC 1B
452651173,CAF9CE7161FD8221,Bogan,Salvatore,"","",1070,1,2,22,1,SMD 04-ANC 1B
453423473,CB5276499B0B0C41,Dooley,Cathrine,"","",1071,1,2,22,1,SMD 04-ANC 1B
454587252,CBD80EAE9AB6C3DB,Buckridge,Julia,"","",1072,1,2,22,1,SMD 04-ANC 1B
175136058,BFBB93F62C21AD2F,Cartwright,Iliana,"","",1073,1,2,22,1,SMD 04-ANC 1B
736882554,34DE651E66D518DE,Renner,Vicente,"","",1074,1,2,22,1,SMD 04-ANC 1B
192034954,386F1AB002A8E9BB,Rowe,Hillary,"","",1075,1,2,22,1,SMD 04-ANC 1B
192527136,389421C3BDD68D77,Sawayn,Paige,"","",1076,1,2,22,1,SMD 04-ANC 1B
119647337,DBC1E85C64AC58A8,Becker,Rossie,"","",1077,1,2,22,1,SMD 04-ANC 1B
119865707,DC2895B4D20D9B89,Emard,Forrest,"","",1078,1,2,22,1,SMD 04-ANC 1B
177485109,C24DEC1FBEE03B05,Bergstrom,Alexane,"","",1079,1,2,22,1,SMD 04-ANC 1B
517172683,E7E8833577266337,Bradtke,Rodrigo,"","",1080,1,2,22,1,SMD 04-ANC 1B
350645733,107CBE96BF522BDC,Rowe,Maximo,"","",1081,1,2,22,1,SMD 04-ANC 1B
123752888,34EC06A6127D7F6E,Morissette,Rosella,"","",1082,1,2,22,1,SMD 04-ANC 1B
351997736,108D04C53385D92F,Funk,Hallie,"","",1083,1,2,22,1,SMD 04-ANC 1B
135566802,F8FF3437987769B1,Raynor,Ericka,"","",1084,1,2,22,1,SMD 04-ANC 1B
353361869,109D70546D31CB5B,Rohan,Delia,"","",1085,1,2,22,1,SMD 04-ANC 1B
136098914,F9F966F2511E270D,Metz,Charlene,"","",1086,1,2,22,1,SMD 04-ANC 1B
220029410,40A92C4B71982ABD,Stehr,Noelia,"","",1087,1,2,22,1,SMD 04-ANC 1B
355577395,10B81B71B90E32E3,Metz,Melisa,"","",1088,1,2,22,1,SMD 04-ANC 1B
326476551,392FB70192B3B2F4,Schinner,Trystan,"","",1089,1,2,22,1,SMD 04-ANC 1B
393493654,128081F0A951A889,Rogahn,Bria,"","",1090,1,2,22,1,SMD 04-ANC 1B
361127883,3F4188CC1E231E45,Gusikowski,Audra,"","",1091,1,2,22,1,SMD 04-ANC 1B
941428380,438B4EF925324532,Parisian,Leora,"","",1092,1,2,22,1,SMD 04-ANC 1B
152139997,1176FE2021645714,Prosacco,Raul,"","",1093,1,2,22,1,SMD 04-ANC 1B
396344348,12A2D251AD4AB5F6,Carter,Elna,"","",1094,1,2,22,1,SMD 04-ANC 1B
363904384,3FBE097620F0CEDC,Schmidt,Terrence,"","",1095,1,2,22,1,SMD 04-ANC 1B
947957151,4403391B56290129,Jenkins,Elbert,"","",1096,1,2,22,1,SMD 04-ANC 1B
642673870,4D5BEAE8B0EFED49,Hand,Emmet,"","",1097,1,2,22,1,SMD 04-ANC 1B
140552957,3C1B3CE1268A636D,Cruickshank,Adelle,"","",1098,1,2,22,1,SMD 04-ANC 1B
591089285,1090DB8E25A0DA58,D'Amore,Serenity,"","",1099,1,2,22,1,SMD 04-ANC 1B
104109008,7782E34B80DC3D8E,O'Hara,Makenna,"","",1100,1,2,22,1,SMD 04-ANC 1B
645649947,1CF3B2AA099958A7,Hessel,Oswaldo,"","",1101,1,2,22,1,SMD 04-ANC 1B
270973778,7F69483D54980182,Blick,Keven,"","",1102,1,2,22,1,SMD 04-ANC 1B
645985663,1CF78D3EDB932D0C,Carroll,Orland,"","",1103,1,2,22,1,SMD 04-ANC 1B
271103461,7F78E4659D229A3B,Brekke,Andy,"","",1104,1,2,22,1,SMD 04-ANC 1B
248441576,1B32D0E5C5846070,Morissette,Kenna,"","",1105,1,2,22,1,SMD 04-ANC 1B
248507218,1B34A7DB1B839232,Parisian,Liliane,"","",1106,1,2,22,1,SMD 04-ANC 1B
646635399,1CFF02A61A59172E,Larkin,Godfrey,"","",1107,1,2,22,1,SMD 04-ANC 1B
706023128,87F9A0B5BD40464F,Yost,Jean,"","",1108,1,2,22,1,SMD 04-ANC 1B
104354022,77CAE413D4B3671D,Shanahan,Paul,"","",1109,1,2,22,1,SMD 04-ANC 1B
105787846,797040FF3C7738B4,Becker,Maegan,"","",1110,1,2,22,1,SMD 04-ANC 1B
105809705,7976AD8A823BC4E1,Cremin,Adriel,"","",1111,1,2,22,1,SMD 04-ANC 1B
275334550,817630DF981149B0,Zieme,Enoch,"","",1112,1,2,22,1,SMD 04-ANC 1B
275411644,817F7887BA585E24,Carter,Keon,"","",1113,1,2,22,1,SMD 04-ANC 1B
275499054,8189FE1166A6CA68,Hane,Zakary,"","",1114,1,2,22,1,SMD 04-ANC 1B
407168926,721CF0129234D03C,Weissnat,Marcos,"","",1115,1,2,22,1,SMD 04-ANC 1B
170882093,1F62D6614E21F5F1,Walter,Elena,"","",1116,1,2,22,1,SMD 04-ANC 1B
105974891,79A738B4A4E0AFE7,Schultz,Grace,"","",1117,1,2,22,1,SMD 04-ANC 1B
106002316,79AF47F6849E2669,Legros,Hettie,"","",1118,1,2,22,1,SMD 04-ANC 1B
106034661,79B8C953AB094958,Goldner,Tiana,"","",1119,1,2,22,1,SMD 04-ANC 1B
173324978,1FD5B38AAFB8CF73,D'Amore,Agnes,"","",1120,1,2,22,1,SMD 04-ANC 1B
256187739,1C0BE8E3B3A04747,Eichmann,Maynard,"","",1121,1,2,22,1,SMD 04-ANC 1B
107522178,7B6DEDAF0087D5B1,Hermann,Pedro,"","",1122,1,2,22,1,SMD 04-ANC 1B
256316805,1C0F86E3AAFDCEC7,Gottlieb,Malinda,"","",1123,1,2,22,1,SMD 04-ANC 1B
158962323,6CC4351FBBD8CA66,Weissnat,Vivienne,"","",1124,1,2,22,1,SMD 04-ANC 1B
256435467,1C12DA3F3A9C2360,Buckridge,Carole,"","",1125,1,2,22,1,SMD 04-ANC 1B
159034560,6CD0DC5101C3C930,Aufderhar,Jerrold,"","",1126,1,2,22,1,SMD 04-ANC 1B
107658900,7B961B716D1D3125,Berge,Shannon,"","",1127,1,2,22,1,SMD 04-ANC 1B
280140298,83B8A96CF5E55660,Borer,Sarah,"","",1128,1,2,22,1,SMD 04-ANC 1B
280200515,83BFE902DCD52EAA,Rice,Jasmin,"","",1129,1,2,22,1,SMD 04-ANC 1B
457963908,227410653D707B9E,Block,Mona,"","",1130,1,2,22,1,SMD 04-ANC 1B
676838111,1E59B87106B5C895,Volkman,Alexie,"","",1131,1,2,22,1,SMD 04-ANC 1B
176121515,2059319F669345B4,Harris,Cecil,"","",1132,1,2,22,1,SMD 04-ANC 1B
620410875,67A3658F27175532,Cruickshank,Mikayla,"","",1133,1,2,22,1,SMD 04-ANC 1B
176215865,205DA151DB8D54E2,Robel,Marcos,"","",1134,1,2,22,1,SMD 04-ANC 1B
109278321,7D720331D8D43B78,Block,Geovany,"","",1135,1,2,22,1,SMD 04-ANC 1B
260520920,1C8559F08E5FB02B,Schneider,Vaughn,"","",1136,1,2,22,1,SMD 04-ANC 1B
677858652,1E656F8AC12C29F8,Farrell,Felipa,"","",1137,1,2,22,1,SMD 04-ANC 1B
109358245,7D897FFCE9AD54A8,Mosciski,Dena,"","",1138,1,2,22,1,SMD 04-ANC 1B
284578421,85CEE1A627A0A014,Bayer,Sonia,"","",1139,1,2,22,1,SMD 04-ANC 1B
288293431,878E0F3C4B6B276B,Hamill,Cara,"","",1140,1,2,22,1,SMD 04-ANC 1B
426111365,776BFDBB9596BB59,Gorczany,Leonor,"","",1141,1,2,22,1,SMD 04-ANC 1B
465246069,23005038C64777AB,Beier,Sean,"","",1142,1,2,22,1,SMD 04-ANC 1B
288521874,87A98EB1D655A54E,Yundt,Retta,"","",1143,1,2,22,1,SMD 04-ANC 1B
178918225,20DCB1CD986E0CF6,Friesen,Erna,"","",1144,1,2,22,1,SMD 04-ANC 1B
687926099,1ED9011C2DD718BB,Gerhold,Dawson,"","",1145,1,2,22,1,SMD 04-ANC 1B
179007653,20E0E63ED5CD62F1,Sipes,Holden,"","",1146,1,2,22,1,SMD 04-ANC 1B
426720676,7797B50384F8C7FB,Wilkinson,Carol,"","",1147,1,2,22,1,SMD 04-ANC 1B
288856030,87D1C7A9380E1393,Nolan,Blake,"","",1148,1,2,22,1,SMD 04-ANC 1B
111063745,7F7EB395780F5C99,Johnson,Chloe,"","",1149,1,2,22,1,SMD 04-ANC 1B
697488086,1F46C543BE833C60,Cummerata,Aric,"","",1150,1,2,22,1,SMD 04-ANC 1B
432553260,793A2CA8354B7A36,Kertzmann,Elvis,"","",1151,1,2,22,1,SMD 04-ANC 1B
268262005,1D5E4D7ED4BA84DF,Bergstrom,Seamus,"","",1152,1,2,22,1,SMD 04-ANC 1B
292889298,89B7445192A8A1A1,Graham,Rene,"","",1153,1,2,22,1,SMD 04-ANC 1B
112613751,8146350403F12D02,Upton,Ricardo,"","",1154,1,2,22,1,SMD 04-ANC 1B
166435422,71E13671B6C63145,Gaylord,Hildegard,"","",1155,1,2,22,1,SMD 04-ANC 1B
112665725,81557B2087A48D02,Upton,Mitchel,"","",1156,1,2,22,1,SMD 04-ANC 1B
472845449,2392AC0EA67F8E99,Wiza,Laron,"","",1157,1,2,22,1,SMD 04-ANC 1B
698838890,1F5646EB9A392A2E,Klocko,Dimitri,"","",1158,1,2,22,1,SMD 04-ANC 1B
268705423,1D6ABADD98830D62,Bernhard,Kennith,"","",1159,1,2,22,1,SMD 04-ANC 1B
184168144,21D38B65F60593E8,Bednar,Reese,"","",1160,1,2,22,1,SMD 04-ANC 1B
297097900,8BB1DBE2BFC37585,Zieme,Bruce,"","",1161,1,2,22,1,SMD 04-ANC 1B
297171749,8BBABF8714F375BD,Purdy,Ernie,"","",1162,1,2,22,1,SMD 04-ANC 1B
439228019,7B19109CCB7F01E4,Mosciski,Malika,"","",1163,1,2,22,1,SMD 04-ANC 1B
773442402,94F5A7944EFF4161,Jast,Dena,"","",1164,1,2,22,1,SMD 04-ANC 1B
114314884,833A2013C3E2CAE3,Emmerich,Glen,"","",1165,1,2,22,1,SMD 04-ANC 1B
104757201,1BFFC752CF270D21,Heidenreich,Sheila,"","",1166,1,2,22,1,SMD 04-ANC 1B
114371583,834AC9A1356C9C65,Berge,Madilyn,"","",1167,1,2,22,1,SMD 04-ANC 1B
439728607,7B3CFAF96E4C564A,Huel,Alessandra,"","",1168,1,2,22,1,SMD 04-ANC 1B
439839409,7B44EE13723B0BFC,Schiller,Eladio,"","",1169,1,2,22,1,SMD 04-ANC 1B
186866041,2252662923480442,Ortiz,Damian,"","",1170,1,2,22,1,SMD 04-ANC 1B
276184145,1E3C5410D8140F52,Reinger,Destinee,"","",1171,1,2,22,1,SMD 04-ANC 1B
115909960,850EE042EC3C7B3B,Baumbach,Ayla,"","",1172,1,2,22,1,SMD 04-ANC 1B
445678119,7CE7D63DFD07C1DE,Gleason,Katrina,"","",1173,1,2,22,1,SMD 04-ANC 1B
301686637,8DDA35471E31818A,Pagac,Kenny,"","",1174,1,2,22,1,SMD 04-ANC 1B
445889652,7CF7037FF6800EB1,O'Reilly,Mathias,"","",1175,1,2,22,1,SMD 04-ANC 1B
187136732,225F207C42CA7102,Mertz,Prince,"","",1176,1,2,22,1,SMD 04-ANC 1B
719509922,2043919FC3A22BE3,Franecki,Layla,"","",1177,1,2,22,1,SMD 04-ANC 1B
187223217,226331809661F692,Brown,Odessa,"","",1178,1,2,22,1,SMD 04-ANC 1B
116102424,85476F96B32939E4,Bauch,Hermina,"","",1179,1,2,22,1,SMD 04-ANC 1B
728746236,20AD98B586B3162F,Koelpin,Marcos,"","",1180,1,2,22,1,SMD 04-ANC 1B
493297159,251C8EC5F4FE91FD,Green,Lynn,"","",1181,1,2,22,1,SMD 04-ANC 1B
305912222,8FD6D82B378563BB,Wolf,Joesph,"","",1182,1,2,22,1,SMD 04-ANC 1B
280314353,1EB014DB4320CE3D,Hodkiewicz,Dejah,"","",1183,1,2,22,1,SMD 04-ANC 1B
306063516,8FE90E3F7CA61CBC,Green,Sydni,"","",1184,1,2,22,1,SMD 04-ANC 1B
189791513,22DBF43DF484B53A,Heller,Carol,"","",1185,1,2,22,1,SMD 04-ANC 1B
173925289,770127B7D767B114,Cartwright,Theron,"","",1186,1,2,22,1,SMD 04-ANC 1B
189890129,22E0974AFBC4CB4B,Hyatt,Sabina,"","",1187,1,2,22,1,SMD 04-ANC 1B
117760762,872EC72399D12A0F,Reilly,Wilton,"","",1188,1,2,22,1,SMD 04-ANC 1B
117778734,87340F25EF9AB0DF,Abbott,Bryana,"","",1189,1,2,22,1,SMD 04-ANC 1B
176154283,78879744AE50118C,Rodriguez,Bernard,"","",1190,1,2,22,1,SMD 04-ANC 1B
119246609,88E36DC6CAEB38C4,Anderson,Opal,"","",1191,1,2,22,1,SMD 04-ANC 1B
119267546,88E994F25C3C2889,Luettgen,Alta,"","",1192,1,2,22,1,SMD 04-ANC 1B
739658676,212ADD7DA7F7E1F0,Stamm,Magdalen,"","",1193,1,2,22,1,SMD 04-ANC 1B
500666992,25AA7EDAD91CB693,Rath,Denis,"","",1194,1,2,22,1,SMD 04-ANC 1B
740018818,212EFFD9F2CD9E2E,Pouros,Valerie,"","",1195,1,2,22,1,SMD 04-ANC 1B
310561527,92067BEA609A4890,Pouros,Judd,"","",1196,1,2,22,1,SMD 04-ANC 1B
119410382,89138EB8422A5F2B,Von,Rosalinda,"","",1197,1,2,22,1,SMD 04-ANC 1B
459092499,80AA457EB46740BF,Collier,Crystal,"","",1198,1,2,22,1,SMD 04-ANC 1B
310764735,921EF1BF617CBD51,Welch,Clair,"","",1199,1,2,22,1,SMD 04-ANC 1B
140898101,10F5C20AE563A206,Terry,Jon,"","",1200,1,2,22,1,SMD 04-ANC 1B
335851688,3DAFABA63A5B3BE1,Kovacek,Vita,"","",1201,1,2,22,1,SMD 04-ANC 1B
335887567,3DB15B8761291C42,Homenick,Ken,"","",1202,1,2,22,1,SMD 04-ANC 1B
140954259,10F77D0BD1BB6B06,Emard,Noe,"","",1203,1,2,22,1,SMD 04-ANC 1B
335972052,3DB55478FD5E9D17,Windler,Gail,"","",1204,1,2,22,1,SMD 04-ANC 1B
118333277,C5AC524E39D6D554,Bechtelar,Marcelina,"","",1205,1,2,22,1,SMD 04-ANC 1B
542030358,FEDC87F92BEB4D9B,DuBuque,Flo,"","",1206,1,2,22,1,SMD 04-ANC 1B
141026999,10F9BADD6CFBB358,Jones,Luz,"","",1207,1,2,22,1,SMD 04-ANC 1B
129218142,39F183E929636906,Rohan,Stefanie,"","",1208,1,2,22,1,SMD 04-ANC 1B
208437281,EF46362EF6791F6E,Ritchie,Enola,"","",1209,1,2,22,1,SMD 04-ANC 1B
192271779,3363C4DFAE9C24BB,Runolfsson,Giovani,"","",1210,1,2,22,1,SMD 04-ANC 1B
806863375,E2219BB09C8E0D57,Wintheiser,Kade,"","",1211,1,2,22,1,SMD 04-ANC 1B
130154165,3A5CF72AB21915C2,Donnelly,Devon,"","",1212,1,2,22,1,SMD 04-ANC 1B
338642520,3E32E50F9B97B0A1,Schumm,Pablo,"","",1213,1,2,22,1,SMD 04-ANC 1B
546261315,100D9D063493823C,Rau,Jenifer,"","",1214,1,2,22,1,SMD 04-ANC 1B
119286116,C743CBB651093A89,Christiansen,Jabari,"","",1215,1,2,22,1,SMD 04-ANC 1B
807375883,E24660FA6F56A219,Ankunding,Frida,"","",1216,1,2,22,1,SMD 04-ANC 1B
338808812,3E3AB6BBFA821582,Marks,Destin,"","",1217,1,2,22,1,SMD 04-ANC 1B
546552539,100FCDE7027FD225,Jerde,Rylan,"","",1218,1,2,22,1,SMD 04-ANC 1B
338900340,3E3F0477552B4B43,Jewess,Jalon,"","",1219,1,2,22,1,SMD 04-ANC 1B
211549507,F2D8D00B2AF29FD9,Feil,Andreane,"","",1220,1,2,22,1,SMD 04-ANC 1B
813316942,E3F0A0FEE3DD4122,Stanton,Kenneth,"","",1221,1,2,22,1,SMD 04-ANC 1B
341298912,3EAFCC37A734E956,Schaden,Ebba,"","",1222,1,2,22,1,SMD 04-ANC 1B
341344691,3EB1F34418DC8BED,Green,Hassan,"","",1223,1,2,22,1,SMD 04-ANC 1B
550618822,102E65474E4EA87D,Lockman,Ava,"","",1224,1,2,22,1,SMD 04-ANC 1B
131244868,3ADA2C0C44F3277A,Sporer,Bernita,"","",1225,1,2,22,1,SMD 04-ANC 1B
312833885,D60CB494BD99E53D,Halvorson,Camylle,"","",1226,1,2,22,1,SMD 04-ANC 1B
131281239,3ADE58E4B33AD215,Schuster,Lydia,"","",1227,1,2,22,1,SMD 04-ANC 1B
131297940,3AE043AFC54D359E,Zboncak,Leanna,"","",1228,1,2,22,1,SMD 04-ANC 1B
341608146,3EBE567EDC3B5020,Turner,Jayme,"","",1229,1,2,22,1,SMD 04-ANC 1B
343924994,3F2B4688160EA1B6,Kuhic,Marvin,"","",1230,1,2,22,1,SMD 04-ANC 1B
894810589,43516CD2E5F3F150,Ward,Helga,"","",1231,1,2,22,1,SMD 04-ANC 1B
819857942,E5C5EC2FA19AF7C2,Schroeder,Ansel,"","",1232,1,2,22,1,SMD 04-ANC 1B
213317907,F4E07FB720558856,Harris,Trudie,"","",1233,1,2,22,1,SMD 04-ANC 1B
554992758,104F4D2C12D231BA,Wyman,Gerry,"","",1234,1,2,22,1,SMD 04-ANC 1B
344138625,3F35520577407F0D,Walter,Fredy,"","",1235,1,2,22,1,SMD 04-ANC 1B
555141523,10506BAEFA2E5DFA,Corkery,Nat,"","",1236,1,2,22,1,SMD 04-ANC 1B
344225283,3F3965219C6460B3,Monahan,Esta,"","",1237,1,2,22,1,SMD 04-ANC 1B
555279069,105174967C3AB704,Olson,Keith,"","",1238,1,2,22,1,SMD 04-ANC 1B
344316105,3F3DAA5BACDAF180,Braun,Joanie,"","",1239,1,2,22,1,SMD 04-ANC 1B
317554078,D947815A196620F7,Wisoky,Antoinette,"","",1240,1,2,22,1,SMD 04-ANC 1B
826223745,E78EA5863FA9B9E0,Steuber,Katlynn,"","",1241,1,2,22,1,SMD 04-ANC 1B
214966490,F6C4F94FB1EA2094,Crist,Mariano,"","",1242,1,2,22,1,SMD 04-ANC 1B
512382867,381806C8C739E656,Harber,Francesco,"","",1243,1,2,22,1,SMD 04-ANC 1B
826534438,E7A4F00BA2F7DA7B,Kshlerin,Jerrod,"","",1244,1,2,22,1,SMD 04-ANC 1B
346858259,3FB5326C0269DC62,Davis,Weston,"","",1245,1,2,22,1,SMD 04-ANC 1B
234760439,485755534DCF0CEF,Auer,Fay,"","",1246,1,2,22,1,SMD 04-ANC 1B
512648077,381F7593EFEE4E52,Halvorson,Mervin,"","",1247,1,2,22,1,SMD 04-ANC 1B
902642691,43E84410996D7484,Fay,Daisha,"","",1248,1,2,22,1,SMD 04-ANC 1B
215155219,F6FC6FB6C65D62E5,Haley,Kirsten,"","",1249,1,2,22,1,SMD 04-ANC 1B
216589862,F8A20A339B8802D6,Stokes,Jammie,"","",1250,1,2,22,1,SMD 04-ANC 1B
216616969,F8AA017FA38253ED,Johnson,Jessy,"","",1251,1,2,22,1,SMD 04-ANC 1B
832773189,E9648BCEE085F1AC,Schultz,Florida,"","",1252,1,2,22,1,SMD 04-ANC 1B
134334773,3C3CE03295D6D502,Pacocha,Eloise,"","",1253,1,2,22,1,SMD 04-ANC 1B
833001594,E974EEF164B68CC5,Ritchie,Rosanna,"","",1254,1,2,22,1,SMD 04-ANC 1B
134368646,3C40C3A3037B5108,Kunze,Frederik,"","",1255,1,2,22,1,SMD 04-ANC 1B
216751456,F8D1873B4FBA3974,Bahringer,Hal,"","",1256,1,2,22,1,SMD 04-ANC 1B
909588385,446E08FAD8CE0B65,Rice,Lonny,"","",1257,1,2,22,1,SMD 04-ANC 1B
564021944,10933AC0BD07449A,Cronin,Rico,"","",1258,1,2,22,1,SMD 04-ANC 1B
349728158,403C23947BAE0484,Kuhlman,Elmo,"","",1259,1,2,22,1,SMD 04-ANC 1B
